Mod:Item:MetaData, Localized Name
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
bibliocraft:paintingframefancy:1, Spruce Painting Frame
bibliocraft:paintingframefancy:2, Birch Painting Frame
bibliocraft:paintingframefancy:3, Jungle Painting Frame
bibliocraft:paintingframefancy:4, Acacia Painting Frame
bibliocraft:paintingframefancy:5, Dark Oak Painting Frame
bibliocraft:paintingframefancy:6, Framed Painting Frame
bibliocraft:paintingframeborderless:0, Oak Painting Frame
bibliocraft:paintingframeborderless:1, Spruce Painting Frame
bibliocraft:paintingframeborderless:2, Birch Painting Frame
bibliocraft:paintingframeborderless:3, Jungle Painting Frame
bibliocraft:paintingframeborderless:4, Acacia Painting Frame
bibliocraft:paintingframeborderless:5, Dark Oak Painting Frame
bibliocraft:paintingframeborderless:6, Framed Painting Frame
bibliocraft:paintingpress, Painting Press
bibliocraft:typewriter:0, White Typewriter
bibliocraft:typewriter:1, Light Gray Typewriter
bibliocraft:typewriter:2, Gray Typewriter
bibliocraft:typewriter:3, Black Typewriter
bibliocraft:typewriter:4, Red Typewriter
bibliocraft:typewriter:5, Orange Typewriter
bibliocraft:typewriter:6, Yellow Typewriter
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
cookingforblockheads:cooking_table, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:tool_rack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milk_jar, Milk Jar
cookingforblockheads:cow_jar, Cow in a Jar
cookingforblockheads:spice_rack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:cabinet, Kitchen Cabinet
cookingforblockheads:corner, Kitchen Corner
cookingforblockheads:kitchen_floor, Kitchen Floor
cookingforblockheads:fruit_basket, Fruit Basket
cookingforblockheads:cutting_board, Cutting Board
cookingforblockheads:recipe_book:0, Cooking for Blockheads
cookingforblockheads:recipe_book:1, Cooking for Blockheads I
cookingforblockheads:recipe_book:2, Cooking for Blockheads II
cookingforblockheads:heating_unit, Heating Unit
cookingforblockheads:ice_unit, Ice Unit
cookingforblockheads:preservation_chamber, Preservation Chamber
coroutil:repairing_block, Repairing Block
coroutil:item_repairing_gel, Repairing Gel
tconstruct:book, Materials and You
tconstruct:soil:0, Grout
tconstruct:soil:1, Green Slimy Mud
tconstruct:soil:2, Blue Slimy Mud
tconstruct:soil:3, Graveyard Soil
tconstruct:soil:4, Consecrated Soil
tconstruct:soil:5, Slimy Magma Mud
tconstruct:slime:1, Slime Block
tconstruct:slime:2, Slime Block
tconstruct:slime:3, Blood Slime Block
tconstruct:slime:4, Slime Block
tconstruct:slime_congealed:0, Congealed Slime Block
tconstruct:slime_congealed:1, Congealed Slime Block
tconstruct:slime_congealed:2, Congealed Slime Block
tconstruct:slime_congealed:3, Congealed Bloodblock
tconstruct:slime_congealed:4, Congealed Slime Block
tconstruct:ore:0, Cobalt Ore
tconstruct:ore:1, Ardite Ore
tconstruct:firewood:0, Lavawood
tconstruct:firewood:1, Firewood
tconstruct:deco_ground:0, Mud Bricks
tconstruct:clear_glass:0, Clear Glass
tconstruct:clear_stained_glass:0, Clear White Stained Glass
tconstruct:clear_stained_glass:1, Clear Orange Stained Glass
tconstruct:clear_stained_glass:2, Clear Magenta Stained Glass
tconstruct:clear_stained_glass:3, Clear Light Blue Stained Glass
tconstruct:clear_stained_glass:4, Clear Yellow Stained Glass
tconstruct:clear_stained_glass:5, Clear Light Green Stained Glass
tconstruct:clear_stained_glass:6, Clear Pink Stained Glass
tconstruct:clear_stained_glass:7, Clear Gray Stained Glass
tconstruct:clear_stained_glass:8, Clear Light Gray Stained Glass
tconstruct:clear_stained_glass:9, Clear Cyan Stained Glass
tconstruct:clear_stained_glass:10, Clear Purple Stained Glass
tconstruct:clear_stained_glass:11, Clear Blue Stained Glass
tconstruct:clear_stained_glass:12, Clear Brown Stained Glass
tconstruct:clear_stained_glass:13, Clear Green Stained Glass
tconstruct:clear_stained_glass:14, Clear Red Stained Glass
tconstruct:clear_stained_glass:15, Clear Black Stained Glass
tconstruct:deco_ground_slab:0, Mud Bricks Slab
tconstruct:firewood_slab:0, Lavawood Slab
tconstruct:firewood_slab:1, Firewood Slab
tconstruct:mudbrick_stairs:0, Mud Bricks Stairs
tconstruct:firewood_stairs:0, Firewood Stairs
tconstruct:lavawood_stairs:0, Lavawood Stairs
tconstruct:nuggets:0, Cobalt Nugget
tconstruct:nuggets:1, Ardite Nugget
tconstruct:nuggets:2, Manyullyn Nugget
tconstruct:nuggets:3, Knightslime Nugget
tconstruct:nuggets:4, Pigiron Nugget
tconstruct:ingots:0, Cobalt Ingot
tconstruct:ingots:1, Ardite Ingot
tconstruct:ingots:2, Manyullyn Ingot
tconstruct:ingots:3, Knightslime Ingot
tconstruct:ingots:4, Pigiron Ingot
tconstruct:materials:0, Seared Brick
tconstruct:materials:1, Mud Brick
tconstruct:materials:2, Dried Brick
tconstruct:materials:9, Green Slime Crystal
tconstruct:materials:10, Blue Slime Crystal
tconstruct:materials:11, Magma Slime Crystal
tconstruct:materials:12, Expander (Horizontal)
tconstruct:materials:13, Expander (Vertical)
tconstruct:materials:14, Reinforcement
tconstruct:materials:15, Silky Cloth
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:50, Creative Modifier
tconstruct:edible:0, Bacon
tconstruct:edible:1, Slimeball
tconstruct:edible:2, Slimeball
tconstruct:edible:3, Coagulated Blood
tconstruct:edible:4, Slimeball
tconstruct:edible:5, Slimeball
tconstruct:edible:10, Monster Jerky
tconstruct:edible:11, Beef Jerky
tconstruct:edible:12, Chicken Jerky
tconstruct:edible:13, Bacon Jerky
tconstruct:edible:14, Mutton Jerky
tconstruct:edible:15, Rabbit Jerky
tconstruct:edible:20, Fish Jerky
tconstruct:edible:21, Salmon Jerky
tconstruct:edible:22, Clownfish Jerky
tconstruct:edible:23, Fugu Jerky
tconstruct:edible:30, Gelatinous Slime Drop
tconstruct:edible:31, Gelatinous Slime Drop
tconstruct:edible:32, Gelatinous Slime Drop
tconstruct:edible:33, Coagulated Blood Drop
tconstruct:edible:34, Gelatinous Slime Drop
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Dragon Bone Shard
tconstruct:shard:0, Desert Myrmex Chitin Shard
tconstruct:shard:0, Jungle Myrmex Chitin Shard
tconstruct:shard:0, Fire Dragonsteel Shard
tconstruct:shard:0, Ice Dragonsteel Shard
tconstruct:shard:0, Weezer Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Boron Shard
tconstruct:shard:0, Tough Alloy Shard
tconstruct:shard:0, Hard Carbon Shard
tconstruct:shard:0, Boron Nitride Shard
tconstruct:shard:0, Thorium Shard
tconstruct:shard:0, Uranium Shard
tconstruct:shard:0, Magnesium Shard
tconstruct:shard:0, Chocolate Shard
tconstruct:shard:0, Cheese Shard
tconstruct:shard:0, Plague Metal Shard
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Dragon Bone Sharpening Kit
tconstruct:sharpening_kit:0, Desert Myrmex Chitin Sharpening Kit
tconstruct:sharpening_kit:0, Jungle Myrmex Chitin Sharpening Kit
tconstruct:sharpening_kit:0, Fire Dragonsteel Sharpening Kit
tconstruct:sharpening_kit:0, Ice Dragonsteel Sharpening Kit
tconstruct:sharpening_kit:0, Weezer Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Boron Sharpening Kit
tconstruct:sharpening_kit:0, Tough Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Hard Carbon Sharpening Kit
tconstruct:sharpening_kit:0, Boron Nitride Sharpening Kit
tconstruct:sharpening_kit:0, Thorium Sharpening Kit
tconstruct:sharpening_kit:0, Uranium Sharpening Kit
tconstruct:sharpening_kit:0, Magnesium Sharpening Kit
tconstruct:sharpening_kit:0, Chocolate Sharpening Kit
tconstruct:sharpening_kit:0, Cheese Sharpening Kit
tconstruct:sharpening_kit:0, Plague Metal Sharpening Kit
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
